StockCode,Description,revenue_total,revenue_share,pareto_rank,pareto_cum_share,abc,avg_monthly_units,months_observed,cv_units,xyz,abc_xyz_segment,include_in_pareto,include_in_xyz
84946,ANTIQUE SILVER T-LIGHT GLASS,25889.630000000005,0.002515941696252978,46,0.21009497923216486,A,1454.6923076923076,13,0.46149914524042945,X,AX,true,true
22629,SPACEBOY LUNCH BOX,25740.46999999998,0.002501446399741859,47,0.21259642563190673,A,1092.7692307692307,13,0.4200796665941832,X,AX,true,true
22961,JAM MAKING SET PRINTED,25660.979999999956,0.00249372160006588,48,0.2150901472319726,A,1237.0,13,0.3495858238490185,X,AX,true,true
48138,DOORMAT UNION FLAG,25609.6,0.0024887285165666813,49,0.21757887574853926,A,288.46153846153845,13,0.6931969865934374,Y,AY,true,true
21181,PLEASE ONE PERSON METAL SIGN,25290.579999999994,0.0024577263075764933,50,0.22003660205611578,A,969.3846153846154,13,0.7492470219393831,Y,AY,true,true
23173,REGENCY TEAPOT ROSES,24918.92999999997,0.0024216095406929,51,0.22245821159680867,A,339.75,8,0.8259590730831178,Y,AY,true,true
21621,?,24542.830000000005,0.0023850603249659604,52,0.22484327192177464,A,183.92307692307693,13,0.9059959391842046,Y,AY,true,true
22111,SCOTTIE DOG HOT WATER BOTTLE,24509.839999999993,0.0023818543727542286,53,0.22722512629452887,A,354.38461538461536,13,1.128794494855125,Z,AZ,true,true
22722,SET OF 6 SPICE TINS PANTRY DESIGN,24483.660000000018,0.002379310213042103,54,0.22960443650757098,A,494.0,12,0.5926540212568536,Y,AY,true,true
22326,ROUND SNACK BOXES SET OF4 WOODLAND,24438.619999999966,0.0023749332476702776,55,0.23197936975524128,A,655.3076923076923,13,0.3802684266761541,X,AX,true,true
48187,DOORMAT NEW ENGLAND,24292.83999999999,0.002360766417921081,56,0.23434013617316235,A,294.3076923076923,13,0.7835266251328038,Y,AY,true,true
22138,BAKING SET 9 PIECE RETROSPOT,24239.719999999987,0.0023556042420651508,57,0.2366957404152275,A,375.38461538461536,13,0.8031114607909793,Y,AY,true,true
21731,RED TOADSTOOL LED NIGHT LIGHT,23932.98000000002,0.002325795397523589,58,0.2390215358127511,A,1063.3076923076924,13,0.5509645895620188,Y,AY,true,true
48185,?,23888.80999999999,0.002321502978330129,59,0.24134303879108124,A,222.0,13,1.0680727001502848,Z,AZ,true,true
23344,JUMBO BAG 50'S CHRISTMAS,23815.74999999997,0.0023144030429379167,60,0.24365744183401916,A,1434.857142857143,7,0.9414917542569515,Y,AY,true,true
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,23514.17,0.0022850956446956124,61,0.24594253747871475,A,669.7142857142857,7,0.9809186549636469,Y,AY,true,true
22189,CREAM HEART CARD HOLDER,23463.470000000005,0.0022801686432668547,62,0.24822270612198163,A,637.1538461538462,13,0.8695466993260146,Y,AY,true,true
21733,RED HANGING HEART T-LIGHT HOLDER,23228.739999999972,0.002257357695626369,63,0.25048006381760796,A,601.9230769230769,13,0.8021232087503838,Y,AY,true,true
21929,JUMBO BAG PINK VINTAGE PAISLEY,23181.14000000003,0.0022527319506952326,64,0.25273279576830315,A,829.6153846153846,13,0.47517133407825146,X,AX,true,true
82482,WOODEN PICTURE FRAME WHITE FINISH,23113.26000000002,0.0022461354051925863,65,0.25497893117349574,A,674.8461538461538,13,0.38570060911745163,X,AX,true,true
20713,Found,23030.960000000014,0.0022381375310784476,66,0.25721706870457417,A,1211.7272727272727,11,0.5159146378324698,Y,AY,true,true
21623,VINTAGE UNION JACK MEMOBOARD,23010.089999999993,0.0022361093945928797,67,0.25945317809916707,A,251.3846153846154,13,1.4765082755966759,Z,AZ,true,true
22139,RETROSPOT TEA SET CERAMIC 11 PC,22912.809999999987,0.002226655771338646,68,0.2616798338705057,A,350.6923076923077,13,0.5281792801319386,Y,AY,true,true
22697,GREEN REGENCY TEACUP AND SAUCER,22826.299999999937,0.002218248771464837,69,0.2638980826419705,A,550.8461538461538,13,0.2600834715839593,X,AX,true,true
22090,PAPER BUNTING RETROSPOT,22790.960000000003,0.002214814447392016,70,0.26611289708936253,A,578.1538461538462,13,0.6687880700839179,Y,AY,true,true
85066,CREAM SWEETHEART MINI CHEST,22708.949999999997,0.0022068447553373317,71,0.26831974184469987,A,134.69230769230768,13,0.5364249755328131,Y,AY,true,true
22383,LUNCH BAG SUKI  DESIGN,22542.44000000002,0.0021906633942347193,72,0.2705104052389346,A,954.2307692307693,13,0.4416450772346309,X,AX,true,true
20727,LUNCH BAG  BLACK SKULL.,22421.21000000002,0.002178882321587611,73,0.2726892875605222,A,931.6923076923077,13,0.4267658125618645,X,AX,true,true
15056N,EDWARDIAN PARASOL NATURAL,22176.490000000005,0.0021551005505886798,74,0.2748443881111109,A,299.7692307692308,13,0.5733367816025907,Y,AY,true,true
84029E,RED WOOLLY HOTTIE WHITE HEART.,22144.979999999992,0.002152038424059681,75,0.2769964265351706,A,361.84615384615387,13,1.5979929030425124,Z,AZ,true,true
48194,DOORMAT HEARTS,22138.57,0.002151415503366223,76,0.2791478420385368,A,262.9230769230769,13,0.8237947587610925,Y,AY,true,true
20712,JUMBO BAG WOODLAND ANIMALS,22092.42000000004,0.0021469306687323573,77,0.28129477270726916,A,733.3076923076923,13,0.49760996621814574,X,AX,true,true
23202,JUMBO BAG VINTAGE LEAF,21852.809999999998,0.0021236454850569134,78,0.28341841819232605,A,1352.5,8,0.35520121746847677,X,AX,true,true
20724,RED RETROSPOT CHARLOTTE BAG,21776.790000000008,0.002116257898299238,79,0.28553467609062533,A,1349.8461538461538,13,0.3379083036021791,X,AX,true,true
20728,LUNCH BAG CARS BLUE,21750.630000000012,0.0021137156821774174,80,0.2876483917728027,A,892.5384615384615,13,0.4744450662349991,X,AX,true,true
22630,DOLLY GIRL LUNCH BOX,21635.13999999999,0.002102492419948474,81,0.2897508841927512,A,886.0,13,0.4975438486788943,X,AX,true,true
21523,DOORMAT FANCY FONT HOME SWEET HOME,21601.689999999995,0.0020992417651596786,82,0.2918501259579109,A,249.30769230769232,13,0.7900955396413247,Y,AY,true,true
23209,LUNCH BAG DOILEY PATTERN,21450.17,0.0020845171249923126,83,0.2939346430829032,A,1656.125,8,0.36458370605367435,X,AX,true,true
21843,RED RETROSPOT CAKE STAND,21365.249999999978,0.0020762646405479285,84,0.2960109077234511,A,125.23076923076923,13,0.40274992427582723,X,AX,true,true
21212,PACK OF 72 RETROSPOT CAKE CASES,21259.099999999955,0.002065949034992449,85,0.2980768567584436,A,2772.230769230769,13,0.35471482081176275,X,AX,true,true
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,21154.550000000025,0.0020557889166615546,86,0.3001326456751051,A,785.0,13,0.4314664913966105,X,AX,true,true
21166,?,20957.640000000003,0.00203665329829199,87,0.3021692989733971,A,781.0,13,0.6616535094786439,Y,AY,true,true
23206,LUNCH BAG APPLE DESIGN,20911.980000000007,0.002032216081620647,88,0.30420151505501775,A,1347.111111111111,9,0.39207679396347395,X,AX,true,true
22659,LUNCH BOX I LOVE LONDON,20818.699999999993,0.002023151176427853,89,0.3062246662314456,A,861.6153846153846,13,0.6181922595981092,Y,AY,true,true
22728,ALARM CLOCK BAKELIKE PINK,20702.15,0.0020118249039126315,90,0.3082364911353582,A,409.46153846153845,13,0.7147869314853645,Y,AY,true,true
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,20658.560000000005,0.002007588848838084,91,0.31024407998419634,A,484.1666666666667,12,0.730061233372904,Y,AY,true,true
21479,?,20594.449999999993,0.002001358670108345,92,0.3122454386543047,A,345.0769230769231,13,1.7398192598078,Z,AZ,true,true
84997D,CHILDRENS CUTLERY POLKADOT PINK,19736.5,0.0019179835049051256,93,0.31416342215920984,A,390.46153846153845,13,0.6015980664172701,Y,AY,true,true
82494L,WOODEN FRAME ANTIQUE WHITE,19640.78999999996,0.001908682453490004,94,0.31607210461269986,A,485.2307692307692,13,0.5096123307949856,Y,AY,true,true
22501,Found,19322.160000000018,0.0018777181445108128,95,0.3179498227572107,A,122.25,12,1.2199693576448034,Z,AZ,true,true
22328,ROUND SNACK BOXES SET OF 4 FRUITS,19130.36999999998,0.0018590800852598907,96,0.3198089028424705,A,530.8461538461538,13,0.8016240424382595,Y,AY,true,true
22467,GUMBALL COAT RACK,18890.470000000016,0.0018357667195249999,97,0.3216446695619955,A,605.9230769230769,13,0.4620269843152653,X,AX,true,true
22969,HOMEMADE JAM SCENTED CANDLES,18788.549999999996,0.0018258621833194938,98,0.323470531745315,A,953.2307692307693,13,0.5233541354418999,Y,AY,true,true
15036,ASSORTED COLOURS SILK FAN,18569.839999999997,0.0018046080515150807,99,0.32527513979683004,A,1734.7692307692307,13,0.8349050856784584,Y,AY,true,true
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,18467.220000000016,0.0017946354896488264,100,0.3270697752864789,A,160.0,13,0.2998046238802864,X,AX,true,true
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,18390.199999999975,0.0017871507233757856,101,0.32885692600985467,A,481.9230769230769,13,0.3918432770867159,X,AX,true,true
20726,LUNCH BAG WOODLAND,18323.380000000012,0.0017806571881594257,102,0.3306375831980141,A,757.8461538461538,13,0.42901771066909594,X,AX,true,true
22382,LUNCH BAG SPACEBOY DESIGN,18092.360000000015,0.0017582067765209296,103,0.332395789974535,A,792.6923076923077,13,0.4517553124381066,X,AX,true,true
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18069.28,0.0017559638733064163,104,0.3341517538478414,A,546.3846153846154,13,1.8874931229933996,Z,AZ,true,true
22835,HOT WATER BOTTLE I AM SO POORLY,18055.11000000001,0.0017545868395737645,105,0.33590634068741515,A,236.92307692307693,13,1.1801418228280736,Z,AZ,true,true
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,17927.450000000004,0.0017421809026428902,106,0.3376485215900581,A,1244.0,13,0.8701812116062113,Y,AY,true,true
22865,HAND WARMER OWL DESIGN,17910.029999999988,0.0017404880354853153,107,0.33938900962554336,A,646.7692307692307,13,1.3948350116603094,Z,AZ,true,true
21485,RETROSPOT HEART HOT WATER BOTTLE,17708.530000000002,0.0017209063631402513,108,0.3411099159886836,A,270.2307692307692,13,1.1325913731413104,Z,AZ,true,true
22698,PINK REGENCY TEACUP AND SAUCER,17551.759999999962,0.0017056715305172403,109,0.3428155875192008,A,468.8333333333333,12,0.4446041694669696,X,AX,true,true
22384,LUNCH BAG PINK POLKADOT,17435.19000000001,0.001694343314411715,110,0.34450993083361253,A,797.1538461538462,13,0.5546308110610437,Y,AY,true,true
22077,6 RIBBONS RUSTIC CHARM,17205.370000000006,0.0016720095181916507,111,0.34618194035180416,A,703.7692307692307,13,0.42323082464317907,X,AX,true,true
22385,JUMBO BAG SPACEBOY DESIGN,17081.860000000015,0.0016600068762495223,112,0.3478419472280538,A,658.9230769230769,13,0.514413328186282,Y,AY,true,true
21754,HOME BUILDING BLOCK WORD,17049.920000000002,0.0016569029625289186,113,0.3494988501905827,A,212.30769230769232,13,0.3669199100169814,X,AX,true,true
82583,?,17047.059999999998,0.0016566250291149883,114,0.3511554752196977,A,556.9230769230769,13,0.6786938369534156,Y,AY,true,true
23240,SET OF 4 KNICK KNACK TINS  DOILEY,17037.519999999982,0.0016556979365384512,115,0.35281117315623617,A,590.8571428571429,7,0.35503341309572234,X,AX,true,true
22492,MINI PAINT SET VINTAGE,16937.820000000014,0.0016460091388570497,116,0.35445718229509315,A,2033.6153846153845,13,0.46216027353411393,X,AX,true,true
20719,WOODLAND CHARLOTTE BAG,16759.75000000001,0.0016287043825568717,117,0.35608588667765007,A,1015.2307692307693,13,0.3175942234852884,X,AX,true,true
22624,IVORY KITCHEN SCALES,16528.310000000005,0.0016062131555219237,118,0.35769209983317196,A,146.69230769230768,13,0.4637589905974546,X,AX,true,true
22993,SET OF 4 PANTRY JELLY MOULDS,16507.230000000007,0.0016041646113381324,119,0.3592962644445101,A,1145.8181818181818,11,0.3301984706668335,X,AX,true,true
84978,HANGING HEART JAR T-LIGHT HOLDER,16477.530000000002,0.0016012783797319362,120,0.360897542824242,A,949.0,13,0.528586072029031,Y,AY,true,true
84078A,SET/4 WHITE RETRO STORAGE CUBES,16363.299999999996,0.0015901775636923484,121,0.36248772038793436,A,29.23076923076923,13,0.5414842721537192,Y,AY,true,true
23301,GARDENERS KNEELING PAD KEEP CALM,16357.050000000007,0.0015895701917213487,122,0.3640772905796557,A,1088.875,8,0.6425341606266974,Y,AY,true,true
21232,STRAWBERRY CERAMIC TRINKET BOX,16263.800000000008,0.001580508201914017,123,0.3656577987815697,A,882.3076923076923,13,0.3649899980449921,X,AX,true,true
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16164.039999999994,0.0015708135734616895,124,0.36722861235503135,A,276.0769230769231,13,1.2795791959287306,Z,AZ,true,true
84997B,CHILDRENS CUTLERY RETROSPOT RED,16045.970000000003,0.0015593395880831203,125,0.36878795194311453,A,321.53846153846155,13,0.6267506711411324,Y,AY,true,true
85152,HAND OVER THE CHOCOLATE   SIGN,15983.32999999999,0.001553252263240961,126,0.37034120420635547,A,630.3076923076923,13,0.458737824375808,X,AX,true,true
23313,VINTAGE CHRISTMAS BUNTING,15833.309999999998,0.0015386733923466354,127,0.3718798775987021,A,497.3333333333333,6,0.8213718780392935,Y,AY,true,true
15056BL,EDWARDIAN PARASOL BLACK,15828.839999999995,0.0015382389999129753,128,0.3734181165986151,A,208.76923076923077,13,0.6327007617061072,Y,AY,true,true
22379,RECYCLING BAG RETROSPOT,15636.99000000002,0.0015195951098911377,129,0.3749377117085063,A,526.6153846153846,13,0.45091800961723705,X,AX,true,true
82483,WOOD 2 DRAWER CABINET WHITE FINISH,15240.07000000001,0.0014810226166543955,130,0.37641873432516065,A,168.76923076923077,13,0.5290154701845756,Y,AY,true,true
22084,PAPER CHAIN KIT EMPIRE,15122.97000000001,0.0014696428954057248,131,0.3778883772205664,A,418.25,12,1.7321874971489843,Z,AZ,true,true
22900,SET 2 TEA TOWELS I LOVE LONDON,14975.930000000004,0.0014553536194671713,132,0.3793437308400336,A,361.7692307692308,13,0.6975916028558049,Y,AY,true,true
84997C,?,14501.18,0.001409217644549951,133,0.3807529484845836,A,307.3076923076923,13,0.7212714813168781,Y,AY,true,true
22752,SET 7 BABUSHKA NESTING BOXES,14453.470000000001,0.0014045812098721195,134,0.3821575296944557,A,128.15384615384616,13,0.8662685708959663,Y,AY,true,true
22866,HAND WARMER SCOTTY DOG DESIGN,14410.619999999997,0.0014004170676389378,135,0.38355794676209465,A,598.8181818181819,11,1.2793059182100728,Z,AZ,true,true
22847,BREAD BIN DINER STYLE IVORY,14389.339999999997,0.0013983490875520742,136,0.3849562958496467,A,71.0,12,0.6787451863864499,Y,AY,true,true
48184,DOORMAT ENGLISH ROSE,14324.000000000005,0.0013919993780184446,137,0.3863482952276652,A,157.0,13,0.7975868644952759,Y,AY,true,true
23200,JUMBO BAG PEARS,14197.28000000001,0.0013796847898320099,138,0.38772798001749714,A,879.625,8,0.5009135788544186,Y,AY,true,true
22507,MEMO BOARD RETROSPOT  DESIGN,14193.349999999999,0.0013793028743366435,139,0.3891072828918338,A,227.15384615384616,13,0.6259347091589723,Y,AY,true,true
22083,PAPER CHAIN KIT RETROSPOT,14159.539999999994,0.001376017234922317,140,0.39048330012675614,A,354.0,13,0.37501884078488795,X,AX,true,true
22625,RED KITCHEN SCALES,14141.700000000008,0.0013742835523682937,141,0.39185758367912443,A,124.0,13,0.48580482728312324,X,AX,true,true
22867,HAND WARMER BIRD DESIGN,14078.689999999991,0.0013681602711054506,142,0.39322574395022986,A,647.8,10,1.0762043539532038,Z,AZ,true,true
21930,JUMBO STORAGE BAG SKULLS,14031.16000000001,0.0013635413287403856,143,0.3945892852789703,A,495.9230769230769,13,0.5164758194221883,Y,AY,true,true
23343,20713,13978.95000000001,0.0013584675862434335,144,0.3959477528652136,A,1158.5714285714287,7,0.9783198308293509,Y,AY,true,true
22622,BOX OF VINTAGE ALPHABET BLOCKS,13931.310000000003,0.0013538379541316763,145,0.3973015908193453,A,102.23076923076923,13,0.8451976140984397,Y,AY,true,true
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,13841.850000000017,0.0013451442746875608,146,0.39864673509403287,A,4142.076923076923,13,0.6116916330096887,Y,AY,true,true
20971,PINK BLUE FELT CRAFT TRINKET BOX,13838.100000000002,0.001344779851504959,147,0.39999151494553786,A,644.9230769230769,13,0.9590928121985469,Y,AY,true,true
22941,CHRISTMAS LIGHTS 10 REINDEER,13812.920000000006,0.0013423328713081913,148,0.40133384781684606,A,149.72727272727272,11,1.4482274928160381,Z,AZ,true,true
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,13746.110000000008,0.0013358403078869816,149,0.402669688124733,A,142.92307692307693,13,1.0534244277231677,Z,AZ,true,true
23077,DOUGHNUT LIP GLOSS,13720.77,0.0013333777789677553,150,0.4040030659037008,A,1035.5,10,0.6144516307676307,Y,AY,true,true
22551,PLASTERS IN TIN SPACEBOY,13615.31000000001,0.0013231292272778772,151,0.4053261951309786,A,619.4615384615385,13,0.5870619538198105,Y,AY,true,true
21524,DOORMAT SPOTTY HOME SWEET HOME,13612.410000000003,0.0013228474066833322,152,0.406649042537662,A,134.69230769230768,13,0.5801863664779202,Y,AY,true,true
23356,LOVE HOT WATER BOTTLE,13494.969999999992,0.0013114346443994379,153,0.40796047718206147,A,475.4,5,0.8755487392323605,Y,AY,true,true
23207,LUNCH BAG ALPHABET DESIGN,13360.200000000006,0.0012983377611143552,154,0.40925881494317584,A,822.5555555555555,9,0.5359217268377636,Y,AY,true,true
22558,CLOTHES PEGS RETROSPOT PACK 24,13346.040000000006,0.0012969616991768559,155,0.41055577664235265,A,665.1538461538462,13,0.3827892011664467,X,AX,true,true
22554,PLASTERS IN TIN WOODLAND ANIMALS,13344.77000000001,0.0012968382811923487,156,0.41185261492354497,A,598.7692307692307,13,0.5397978857865176,Y,AY,true,true
23108,SET OF 10 LED DOLLY LIGHTS,13303.02,0.0012927810364260627,157,0.413145395959971,A,269.625,8,0.6591929714404884,Y,AY,true,true
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,13284.490000000003,0.0012909803000064398,158,0.4144363762599775,A,567.4,5,0.39031966705632076,X,AX,true,true
22776,"CAKESTAND, 3 TIER, LOVEHEART",13088.73,0.001271956438079541,159,0.41570833269805707,A,88.61538461538461,13,0.3787964427934626,X,AX,true,true
82600,N0 SINGING METAL SIGN,12835.279999999999,0.001247326289911517,160,0.4169556589879685,A,494.53846153846155,13,0.4623611065769092,X,AX,true,true
22113,GREY HEART HOT WATER BOTTLE,12805.329999999998,0.0012444157634264813,161,0.418200074751395,A,246.46153846153845,13,1.010819048321191,Z,AZ,true,true
22499,WOODEN UNION JACK BUNTING,12792.249999999995,0.0012431446553655705,162,0.41944321940676055,A,160.53846153846155,13,1.339681344761915,Z,AZ,true,true
22427,ENAMEL FLOWER JUG CREAM,12671.059999999998,0.0012313674698990773,163,0.4206745868766596,A,170.16666666666666,12,0.5900042249046373,Y,AY,true,true
20750,RED RETROSPOT MINI CASES,12642.930000000008,0.0012286338101319978,164,0.4219032206867916,A,134.0,13,0.37055075720708075,X,AX,true,true
20749,ASSORTED COLOUR MINI CASES,12614.170000000007,0.0012258389272702406,165,0.4231290596140618,A,135.53846153846155,13,0.5092108054798296,Y,AY,true,true
21755,LOVE BUILDING BLOCK WORD,12572.709999999995,0.0012218098645634086,166,0.4243508694786252,A,156.15384615384616,13,0.4657067320089534,X,AX,true,true
22607,WOODEN ROUNDERS GARDEN SET,12571.369999999992,0.0012216796440128255,167,0.42557254912263803,A,102.07692307692308,13,0.925028841116643,Y,AY,true,true
20723,STRAWBERRY CHARLOTTE BAG,12552.400000000005,0.0012198361486064453,168,0.4267923852712445,A,747.9230769230769,13,0.3499938702677526,X,AX,true,true
21790,VINTAGE SNAP CARDS,12515.960000000003,0.0012162949270667221,169,0.42800868019831123,A,1111.0,13,0.639886241284975,Y,AY,true,true
22188,BLACK HEART CARD HOLDER,12487.170000000002,0.0012134971288195041,170,0.42922217732713075,A,374.61538461538464,13,1.4803593202842567,Z,AZ,true,true
22568,?? missing,12440.14,0.001208926776212117,171,0.43043110410334284,A,224.30769230769232,13,0.6546022583505152,Y,AY,true,true
22424,ENAMEL BREAD BIN CREAM,12383.830000000005,0.001203454597702189,172,0.431634558701045,A,65.15384615384616,13,0.33695500311888277,X,AX,true,true
